TrailNumber,Timestamp,TargetWeight,TraceWeight,obj_r1,OpenState,FinalState,steps,hyperVolumn,path,PA1[0],PA1[1],PA1[2],PA1[3],PA2[0],PA2[1],PA2[2],PA2[3],PAtotal[0],PAtotal[1],PAtotal[2],PAtotal[3]
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(1-1),(10-11),19,657106.825777,(1-1)->(2-1)->(3-1)->(4-1)->(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(2-1),(10-11),18,657106.825777,(2-1)->(3-1)->(4-1)->(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(3-1),(10-11),17,657106.825777,(3-1)->(4-1)->(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(4-1),(10-11),16,657106.825777,(4-1)->(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(5-1),(10-11),15,657106.825777,(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(6-1),(10-11),14,657106.825777,(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(7-1),(10-11),13,657106.825777,(7-1)->(8-1)->(8-2)->(8-3)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(8-1),(10-11),12,657106.825777,(8-1)->(8-2)->(8-3)->(8-4)->(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(9-1),(10-11),11,657106.825777,(9-1)->(9-2)->(9-3)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
0,1500,200.000000|400.000000,0.000000|1.000000,0.000000,(10-1),(10-11),10,657106.825777,(10-1)->(10-2)->(10-3)->(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.593178,1.000000,1.850000,1.000000,2129.847046,2000.000000,2547.667911,3000.000000,2.129847,2.000000,2.547668,3.000000,
